id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
20129,netty/netty,FALSE,11701,24,0,16029,Java,4.1,Apache License 2.0,http://netty.io,1731,33824,361,93877,2010-11-09T09:22:21,2025-02-24T09:31:08,2025-02-25T02:02:36,6564,582,8063,49,65851,364664,117274,"[{""codeLines"":533,""commentLines"":264,""language"":""Bourne Shell"",""blankLines"":97},{""codeLines"":8508,""commentLines"":1211,""language"":""Maven"",""blankLines"":436},{""codeLines"":24,""commentLines"":133,""language"":""Properties"",""blankLines"":9},{""codeLines"":22,""commentLines"":23,""language"":""make"",""blankLines"":13},{""codeLines"":459,""commentLines"":5,""language"":""JavaScript"",""blankLines"":34},{""codeLines"":177,""commentLines"":254,""language"":""C/C++ Header"",""blankLines"":53},{""codeLines"":43,""commentLines"":22,""language"":""Protocol Buffers"",""blankLines"":8},{""codeLines"":1337,""commentLines"":224,""language"":""YAML"",""blankLines"":286},{""codeLines"":124,""commentLines"":0,""language"":""Markdown"",""blankLines"":56},{""codeLines"":515,""commentLines"":5,""language"":""HTML"",""blankLines"":17},{""codeLines"":169,""commentLines"":0,""language"":""DOS Batch"",""blankLines"":36},{""codeLines"":38,""commentLines"":0,""language"":""Groovy"",""blankLines"":4},{""codeLines"":2795,""commentLines"":0,""language"":""Text"",""blankLines"":286},{""codeLines"":616,""commentLines"":0,""language"":""CSS"",""blankLines"":0},{""codeLines"":4185,""commentLines"":521,""language"":""C"",""blankLines"":741},{""codeLines"":341001,""commentLines"":114481,""language"":""Java"",""blankLines"":63698},{""codeLines"":3128,""commentLines"":0,""language"":""JSON"",""blankLines"":3},{""codeLines"":913,""commentLines"":116,""language"":""XML"",""blankLines"":53},{""codeLines"":77,""commentLines"":15,""language"":""Dockerfile"",""blankLines"":21}]",2025-02-24T09:31:07,f0a546dffa0d8644eb6c1f23433601cf464c0882,TRUE,FALSE,FALSE,FALSE,"{""Java"":19653302,""C"":228044,""HTML"":21029,""Shell"":18570,""JavaScript"":16232,""Makefile"":1814,""Groovy"":1755,""Dockerfile"":1116,""CSS"":49}",android;benchmark;ci;cleanup;defect;dependencies;discussion;documentation;duplicate;feature;flaky tests;github_actions;graal;help wanted;important;improvement;loom;needs info;needs_backport;netty5;not a bug;regression;security;windows;won't fix,
22628,spring-projects/spring-framework,FALSE,32287,18,324,38371,Java,main,Apache License 2.0,https://spring.io/projects/spring-framework,3316,57394,359,221477,2010-12-08T04:04:45,2025-02-24T01:06:41,2025-02-25T01:17:19,26460,258,5127,21,243134,920165,411997,"[{""codeLines"":372,""commentLines"":641,""language"":""AspectJ"",""blankLines"":162},{""codeLines"":2378,""commentLines"":62,""language"":""SQL"",""blankLines"":64},{""codeLines"":481,""commentLines"":22,""language"":""Properties"",""blankLines"":42},{""codeLines"":114,""commentLines"":127,""language"":""Bourne Shell"",""blankLines"":31},{""codeLines"":64710,""commentLines"":1856,""language"":""AsciiDoc"",""blankLines"":17057},{""codeLines"":35,""commentLines"":0,""language"":""JSP"",""blankLines"":3},{""codeLines"":545,""commentLines"":0,""language"":""INI"",""blankLines"":2},{""codeLines"":4,""commentLines"":15,""language"":""JavaScript"",""blankLines"":0},{""codeLines"":1930,""commentLines"":0,""language"":""Text"",""blankLines"":1608},{""codeLines"":4,""commentLines"":0,""language"":""Python"",""blankLines"":1},{""codeLines"":507,""commentLines"":524,""language"":""DTD"",""blankLines"":152},{""codeLines"":71,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":21},{""codeLines"":16,""commentLines"":1,""language"":""Ruby"",""blankLines"":3},{""codeLines"":1781,""commentLines"":112,""language"":""Gradle"",""blankLines"":152},{""codeLines"":19119,""commentLines"":738,""language"":""XML"",""blankLines"":3390},{""codeLines"":1,""commentLines"":0,""language"":""ERB"",""blankLines"":0},{""codeLines"":339,""commentLines"":449,""language"":""Freemarker Template"",""blankLines"":90},{""codeLines"":802341,""commentLines"":397228,""language"":""Java"",""blankLines"":215865},{""codeLines"":1,""commentLines"":0,""language"":""Velocity Template Language"",""blankLines"":0},{""codeLines"":15915,""commentLines"":10099,""language"":""Kotlin"",""blankLines"":3909},{""codeLines"":94,""commentLines"":1,""language"":""XSLT"",""blankLines"":23},{""codeLines"":257,""commentLines"":9,""language"":""Markdown"",""blankLines"":107},{""codeLines"":943,""commentLines"":11,""language"":""YAML"",""blankLines"":6},{""codeLines"":30,""commentLines"":0,""language"":""Protocol Buffers"",""blankLines"":6},{""codeLines"":661,""commentLines"":2,""language"":""SVG"",""blankLines"":1},{""codeLines"":15,""commentLines"":0,""language"":""CSS"",""blankLines"":3},{""codeLines"":26,""commentLines"":0,""language"":""HTML"",""blankLines"":1},{""codeLines"":136,""commentLines"":70,""language"":""Groovy"",""blankLines"":65},{""codeLines"":460,""commentLines"":0,""language"":""JSON"",""blankLines"":1},{""codeLines"":6870,""commentLines"":28,""language"":""XSD"",""blankLines"":366},{""codeLines"":9,""commentLines"":0,""language"":""Dockerfile"",""blankLines"":3}]",2025-02-24T01:02:20,75329e6d9d93180d9edceb81838b0d96a145d665,TRUE,FALSE,FALSE,FALSE,"{""Java"":48135952,""Kotlin"":997099,""AspectJ"":31750,""FreeMarker"":29906,""Groovy"":6902,""GAP"":6137,""XSLT"":2945,""HTML"":1168,""Ruby"":1060,""CSS"":1019,""Shell"":961,""Smarty"":717,""PLpgSQL"":305,""JavaScript"":280,""Dockerfile"":257,""Python"":254}",for: backport-to-6.1.x;for: external-project;for: merge-with-amendments;for: stackoverflow;has: votes-jira;in: core;in: data;in: messaging;in: test;in: web;status: backported;status: blocked;status: bulk-closed;status: declined;status: duplicate;status: feedback-provided;status: feedback-reminder;status: ideal-for-contribution;status: invalid;status: on-hold;status: pending-design-work;status: superseded;status: waiting-for-feedback;status: waiting-for-internal-feedback;status: waiting-for-triage;theme: aot;theme: kotlin;theme: observability;theme: web-error-handling;type: backport;type: bug;type: dependency-upgrade;type: documentation;type: enhancement;type: regression;type: task;type: wiki-documentation,framework;spring;spring-framework
59537,apache/kafka,FALSE,15170,77,0,14191,Java,trunk,Apache License 2.0,,1060,29523,355,234337,2011-08-15T06:06:16,2025-02-24T11:56:22,2025-02-25T01:29:03,0,0,19017,260,190958,1067857,243245,"[{""codeLines"":2927,""commentLines"":934,""language"":""YAML"",""blankLines"":261},{""codeLines"":3310,""commentLines"":337,""language"":""Gradle"",""blankLines"":629},{""codeLines"":1754,""commentLines"":0,""language"":""Markdown"",""blankLines"":580},{""codeLines"":598,""commentLines"":983,""language"":""Properties"",""blankLines"":264},{""codeLines"":142527,""commentLines"":23254,""language"":""Scala"",""blankLines"":24822},{""codeLines"":205,""commentLines"":46,""language"":""Maven"",""blankLines"":26},{""codeLines"":153,""commentLines"":27,""language"":""XSLT"",""blankLines"":26},{""codeLines"":6,""commentLines"":15,""language"":""JavaScript"",""blankLines"":3},{""codeLines"":1397,""commentLines"":1116,""language"":""Bourne Shell"",""blankLines"":312},{""codeLines"":428,""commentLines"":0,""language"":""SVG"",""blankLines"":6},{""codeLines"":717,""commentLines"":197,""language"":""Bourne Again Shell"",""blankLines"":123},{""codeLines"":95,""commentLines"":0,""language"":""Text"",""blankLines"":3},{""codeLines"":17556,""commentLines"":6089,""language"":""Python"",""blankLines"":4441},{""codeLines"":21060,""commentLines"":1173,""language"":""HTML"",""blankLines"":2414},{""codeLines"":262,""commentLines"":96,""language"":""Dockerfile"",""blankLines"":75},{""codeLines"":265,""commentLines"":536,""language"":""DOS Batch"",""blankLines"":78},{""codeLines"":15901,""commentLines"":0,""language"":""JSON"",""blankLines"":335},{""codeLines"":596,""commentLines"":36,""language"":""Go"",""blankLines"":46},{""codeLines"":2249,""commentLines"":545,""language"":""XML"",""blankLines"":397},{""codeLines"":855851,""commentLines"":207861,""language"":""Java"",""blankLines"":156117}]",2025-02-24T11:45:47,d23a61738ac44b8ecc6a7f69a83f3d94edaa8f90,FALSE,FALSE,FALSE,FALSE,"{""Java"":55196639,""Scala"":8612322,""Python"":1266232,""Shell"":137339,""Roff"":39396,""Batchfile"":39046,""Dockerfile"":23125,""XSLT"":7116,""HTML"":3739}",KIP-1071;KIP-1076;KIP-853;KIP-932;admin;backport-candidate;blocker;build;ci-approved;clients;closed-stale;connect;consumer;controller;core;ctr;dependencies;do-not-merge;docker;docs;generator;kip;kip-848;kip-963;kraft;mirror-maker-2;needs-attention;packaging;performance;producer;small;stale;storage;streams;tests;tiered-storage;tools;transactions;triage,kafka;scala
77381,alibaba/druid,FALSE,7661,32,51,8592,Java,master,Apache License 2.0,https://github.com/alibaba/druid/wiki,1692,28067,271,88377,2011-11-03T05:12:51,2025-02-21T09:31:12,2025-02-21T09:53:56,4482,2206,1839,19,98447,485015,70753,"[{""codeLines"":538,""commentLines"":232,""language"":""Bourne Shell"",""blankLines"":95},{""codeLines"":36,""commentLines"":0,""language"":""Gradle"",""blankLines"":6},{""codeLines"":710,""commentLines"":2,""language"":""XML"",""blankLines"":43},{""codeLines"":850,""commentLines"":22,""language"":""Markdown"",""blankLines"":145},{""codeLines"":1349,""commentLines"":26,""language"":""JavaScript"",""blankLines"":125},{""codeLines"":231,""commentLines"":3,""language"":""YAML"",""blankLines"":12},{""codeLines"":412523,""commentLines"":68474,""language"":""Java"",""blankLines"":94402},{""codeLines"":14,""commentLines"":0,""language"":""XSD"",""blankLines"":3},{""codeLines"":364,""commentLines"":15,""language"":""DOS Batch"",""blankLines"":95},{""codeLines"":18020,""commentLines"":0,""language"":""Text"",""blankLines"":242},{""codeLines"":306,""commentLines"":69,""language"":""Properties"",""blankLines"":36},{""codeLines"":6169,""commentLines"":4,""language"":""HTML"",""blankLines"":315},{""codeLines"":17,""commentLines"":0,""language"":""INI"",""blankLines"":4},{""codeLines"":304,""commentLines"":16,""language"":""SCSS"",""blankLines"":64},{""codeLines"":4,""commentLines"":0,""language"":""Dockerfile"",""blankLines"":1},{""codeLines"":466,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":318,""commentLines"":2,""language"":""Sass"",""blankLines"":64},{""codeLines"":9158,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":1683,""commentLines"":62,""language"":""Maven"",""blankLines"":115},{""codeLines"":24733,""commentLines"":1777,""language"":""SQL"",""blankLines"":1806},{""codeLines"":7222,""commentLines"":49,""language"":""CSS"",""blankLines"":874}]",2025-02-21T09:31:12,a52319fc8aa9c2181604c1c90b7f0fe4655baac7,TRUE,FALSE,FALSE,FALSE,"{""Java"":20714141,""HTML"":297131,""CSS"":209616,""TSQL"":176913,""JavaScript"":65786,""PLSQL"":10406,""SCSS"":7912,""Batchfile"":822,""Shell"":459,""Dockerfile"":255}",alibaba;bug;checkstyle;configuration;dependencies;discussion;documents;duplicated;enhancement;fixed;gaussdb;good_for_first_pr;integration;mysql;need infos;new feature;oldversion;pool;question;springboot;sqlparser;sqlserver;type/soc2019;typo;unittests,
173856,apache/dubbo,FALSE,8337,25,107,26477,Java,3.3,Apache License 2.0,https://dubbo.apache.org/,3027,40744,402,59533,2012-06-19T07:56:02,2025-02-24T02:38:34,2025-02-24T09:15:52,7133,794,7729,105,63559,323133,105137,"[{""codeLines"":297445,""commentLines"":100574,""language"":""Java"",""blankLines"":60860},{""codeLines"":259,""commentLines"":0,""language"":""DOS Batch"",""blankLines"":45},{""codeLines"":3957,""commentLines"":0,""language"":""XSD"",""blankLines"":127},{""codeLines"":44,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":3630,""commentLines"":545,""language"":""YAML"",""blankLines"":179},{""codeLines"":10,""commentLines"":15,""language"":""Dockerfile"",""blankLines"":5},{""codeLines"":1342,""commentLines"":1294,""language"":""XML"",""blankLines"":537},{""codeLines"":521,""commentLines"":0,""language"":""Mustache"",""blankLines"":78},{""codeLines"":69,""commentLines"":2,""language"":""HTML"",""blankLines"":1},{""codeLines"":12645,""commentLines"":1840,""language"":""Maven"",""blankLines"":863},{""codeLines"":886,""commentLines"":224,""language"":""Groovy"",""blankLines"":114},{""codeLines"":380,""commentLines"":94,""language"":""Bourne Shell"",""blankLines"":58},{""codeLines"":80,""commentLines"":0,""language"":""INI"",""blankLines"":9},{""codeLines"":1369,""commentLines"":0,""language"":""Markdown"",""blankLines"":518},{""codeLines"":248,""commentLines"":429,""language"":""Protocol Buffers"",""blankLines"":100},{""codeLines"":246,""commentLines"":120,""language"":""Properties"",""blankLines"":65},{""codeLines"":2,""commentLines"":0,""language"":""Text"",""blankLines"":0}]",2025-02-24T02:38:34,a5604cd2632471b46f66ed0217e84a68dc84a374,TRUE,FALSE,FALSE,FALSE,"{""Java"":17589435,""Groovy"":53723,""Mustache"":26484,""Shell"":7194,""Batchfile"":3791,""JavaScript"":3258,""HTML"":2353,""Lex"":2076,""Dockerfile"":1421}",component/benchmark;component/integration-test;component/need-triage;component/samples;component/sdk;component/spi-extensions;component/website;dependencies;github_actions;good first issue;help wanted;java;status/don’t-merge;status/waiting-for-feedback;type/bug;type/dependencies;type/discussion;type/enhancement;type/need-triage;type/proposal,distributed-systems;dubbo;framework;grpc;http;java;microservices;restful;rpc;service-mesh;web
204862,libgdx/libgdx,FALSE,15451,7,13,6462,Java,master,Apache License 2.0,http://www.libgdx.com/,1142,23768,333,1105059,2012-08-10T07:34:38,2025-02-24T10:13:24,2025-02-25T12:36:28,3791,240,3753,88,138584,629344,99086,"[{""codeLines"":15,""commentLines"":21,""language"":""ProGuard"",""blankLines"":7},{""codeLines"":1195,""commentLines"":0,""language"":""Pascal"",""blankLines"":12},{""codeLines"":95,""commentLines"":0,""language"":""Lua"",""blankLines"":16},{""codeLines"":375,""commentLines"":4,""language"":""YAML"",""blankLines"":67},{""codeLines"":75,""commentLines"":25,""language"":""Properties"",""blankLines"":8},{""codeLines"":116,""commentLines"":0,""language"":""Markdown"",""blankLines"":55},{""codeLines"":76,""commentLines"":1,""language"":""Visual Studio Solution"",""blankLines"":1},{""codeLines"":4317,""commentLines"":330,""language"":""SWIG"",""blankLines"":787},{""codeLines"":35,""commentLines"":0,""language"":""TypeScript"",""blankLines"":0},{""codeLines"":7744,""commentLines"":125,""language"":""XML"",""blankLines"":102},{""codeLines"":1710,""commentLines"":477,""language"":""Gradle"",""blankLines"":286},{""codeLines"":792,""commentLines"":25,""language"":""C"",""blankLines"":137},{""codeLines"":63,""commentLines"":1,""language"":""SVG"",""blankLines"":1},{""codeLines"":140,""commentLines"":4,""language"":""DOS Batch"",""blankLines"":42},{""codeLines"":418,""commentLines"":0,""language"":""INI"",""blankLines"":0},{""codeLines"":37074,""commentLines"":0,""language"":""Text"",""blankLines"":92},{""codeLines"":757,""commentLines"":16,""language"":""CMake"",""blankLines"":84},{""codeLines"":41,""commentLines"":0,""language"":""Ant"",""blankLines"":7},{""codeLines"":68100,""commentLines"":14544,""language"":""C/C++ Header"",""blankLines"":17671},{""codeLines"":205044,""commentLines"":11539,""language"":""C++"",""blankLines"":46070},{""codeLines"":3926,""commentLines"":166,""language"":""GLSL"",""blankLines"":813},{""codeLines"":259,""commentLines"":243,""language"":""Bourne Shell"",""blankLines"":70},{""codeLines"":294350,""commentLines"":71524,""language"":""Java"",""blankLines"":72164},{""codeLines"":280,""commentLines"":0,""language"":""JSON"",""blankLines"":0},{""codeLines"":3,""commentLines"":3,""language"":""Dockerfile"",""blankLines"":2},{""codeLines"":25,""commentLines"":0,""language"":""HTML"",""blankLines"":0},{""codeLines"":2319,""commentLines"":38,""language"":""CSS"",""blankLines"":90}]",2025-02-24T10:13:24,648f9b070fd76e374ff9a578527a82c155332a14,TRUE,FALSE,FALSE,FALSE,"{""Java"":15314740,""C++"":10753634,""C"":1692234,""SWIG"":215510,""GLSL"":124894,""CSS"":58715,""Assembly"":53505,""Ragel"":40480,""CMake"":31706,""OpenEdge ABL"":17727,""Lua"":1682,""HTML"":1193,""Shell"":1102}",3d;android;android validation;angle;audio;box2d;breaking change;bug;build;bullet;code quality;controllers;controversial;core;desktop;documentation;duplicate;enhancement;feature request;file handling;fonts;gl;glfw-awt-macos;good first issue;gradle;graphics;gwt;hacktoberfest-accepted;help wanted;helprequest;input;invalid;ios;ios validation;lwjgl2;lwjgl3;maintainer needed;math;need more info;net;non-breaking;non-breaking w/ config;scene2d;test only;third-party?;tilemap;tools;wontfix,2d;3d;android;cross-platform;framework;game;game-development;game-engine;gamedev;html5;ios;java;libgdx;linux;macosx;windows
255621,spring-projects/spring-boot,FALSE,53190,22,300,40935,Java,main,Apache License 2.0,https://spring.io/projects/spring-boot,3355,76250,363,183660,2012-10-19T03:02:57,2025-02-24T07:24:05,2025-02-25T12:27:48,37139,537,6720,22,133557,566418,212166,"[{""codeLines"":326,""commentLines"":52,""language"":""Bourne Again Shell"",""blankLines"":51},{""codeLines"":277,""commentLines"":150,""language"":""Groovy"",""blankLines"":93},{""codeLines"":12,""commentLines"":14,""language"":""CSS"",""blankLines"":4},{""codeLines"":5101,""commentLines"":2,""language"":""Maven"",""blankLines"":22},{""codeLines"":33490,""commentLines"":0,""language"":""JSON"",""blankLines"":61},{""codeLines"":47,""commentLines"":9,""language"":""Dockerfile"",""blankLines"":4},{""codeLines"":842,""commentLines"":56,""language"":""HTML"",""blankLines"":64},{""codeLines"":271,""commentLines"":8,""language"":""Diff"",""blankLines"":6},{""codeLines"":51,""commentLines"":13,""language"":""GraphQL"",""blankLines"":5},{""codeLines"":4998,""commentLines"":5672,""language"":""Kotlin"",""blankLines"":1892},{""codeLines"":2260,""commentLines"":1018,""language"":""YAML"",""blankLines"":156},{""codeLines"":9,""commentLines"":46,""language"":""Markdown"",""blankLines"":13},{""codeLines"":4,""commentLines"":0,""language"":""Velocity Template Language"",""blankLines"":0},{""codeLines"":466969,""commentLines"":203053,""language"":""Java"",""blankLines"":118025},{""codeLines"":209,""commentLines"":0,""language"":""XSD"",""blankLines"":2},{""codeLines"":895,""commentLines"":0,""language"":""Text"",""blankLines"":208},{""codeLines"":17,""commentLines"":0,""language"":""TOML"",""blankLines"":5},{""codeLines"":4436,""commentLines"":170,""language"":""XML"",""blankLines"":180},{""codeLines"":210,""commentLines"":0,""language"":""Ruby"",""blankLines"":24},{""codeLines"":12954,""commentLines"":196,""language"":""Gradle"",""blankLines"":1570},{""codeLines"":32,""commentLines"":0,""language"":""Mustache"",""blankLines"":9},{""codeLines"":147,""commentLines"":1,""language"":""Ant"",""blankLines"":25},{""codeLines"":1772,""commentLines"":93,""language"":""Properties"",""blankLines"":74},{""codeLines"":31,""commentLines"":0,""language"":""JSP"",""blankLines"":4},{""codeLines"":515,""commentLines"":118,""language"":""Bourne Shell"",""blankLines"":85},{""codeLines"":390,""commentLines"":84,""language"":""SQL"",""blankLines"":98},{""codeLines"":21513,""commentLines"":5,""language"":""AsciiDoc"",""blankLines"":8992},{""codeLines"":129,""commentLines"":4,""language"":""DOS Batch"",""blankLines"":37},{""codeLines"":8460,""commentLines"":1402,""language"":""JavaScript"",""blankLines"":1847},{""codeLines"":46,""commentLines"":0,""language"":""Web Services Description"",""blankLines"":0},{""codeLines"":5,""commentLines"":0,""language"":""INI"",""blankLines"":1}]",2025-02-24T07:23:53,5e57f1bb7b145db735fb2e6634f52896907db0ce,TRUE,FALSE,FALSE,FALSE,"{""Java"":27141725,""Kotlin"":449420,""HTML"":58426,""JavaScript"":33592,""Shell"":29155,""Groovy"":15448,""Ruby"":8298,""Smarty"":2882,""Batchfile"":1955,""Dockerfile"":1278,""Mustache"":449,""Vim Snippet"":135,""CSS"":117}",for: external-project;for: merge-with-amendments;for: planning;for: stackoverflow;for: team-attention;for: team-meeting;status: back-port;status: blocked;status: declined;status: duplicate;status: feedback-provided;status: feedback-reminder;status: first-timers-only;status: forward-port;status: ideal-for-contribution;status: invalid;status: noteworthy;status: on-hold;status: pending-design-work;status: reserved-for-conference-event;status: superseded;status: waiting-for-feedback;status: waiting-for-internal-feedback;status: waiting-for-triage;theme: actuator;theme: aot;theme: checkpoint-restore;theme: config-data;theme: containers;theme: datasource;theme: http-client-config;theme: kotlin;theme: kubernetes;theme: observability;theme: performance;theme: ssl;theme: structure;theme: testing;theme: web-error-handling;type: blocker;type: bug;type: dependency-upgrade;type: documentation;type: enhancement;type: epic;type: regression;type: task;type: wiki-documentation,framework;java;spring;spring-boot
323320,reactivex/rxjava,FALSE,6205,5,235,7604,Java,3.x,Apache License 2.0,,2204,48030,290,143546,2013-01-08T08:11:48,2025-02-24T05:03:06,2025-02-25T01:21:06,3167,11,3996,1,81125,324673,80885,"[{""codeLines"":315482,""commentLines"":80505,""language"":""Java"",""blankLines"":78112},{""codeLines"":1,""commentLines"":0,""language"":""IDL"",""blankLines"":0},{""codeLines"":270,""commentLines"":151,""language"":""YAML"",""blankLines"":52},{""codeLines"":7683,""commentLines"":0,""language"":""Markdown"",""blankLines"":2806},{""codeLines"":150,""commentLines"":161,""language"":""Bourne Shell"",""blankLines"":55},{""codeLines"":253,""commentLines"":1,""language"":""XML"",""blankLines"":9},{""codeLines"":69,""commentLines"":2,""language"":""DOS Batch"",""blankLines"":21},{""codeLines"":208,""commentLines"":33,""language"":""Gradle"",""blankLines"":56},{""codeLines"":25,""commentLines"":0,""language"":""Properties"",""blankLines"":5},{""codeLines"":532,""commentLines"":32,""language"":""CSS"",""blankLines"":9}]",2025-02-24T05:02:56,e0b2a69fec9f06ae1af1aa99547cbd1158b10c6b,TRUE,FALSE,FALSE,FALSE,"{""Java"":16437051,""CSS"":12875,""Shell"":3148}",1.x;2.x;3.x;android;api promotion;bug;build;cleanup;coverage;dependencies;deprecation;discussion;documentation;duplicate;enhancement;feature-request;github_actions;good first issue;information;invalid;investigating;java;java 8;kotlin;missing-details;performance;performance: allocation;performance: throughput;pr welcome;question;removal;retrofit;shortcoming;stackoverflow;test;test-failures;tools;wont-fix,flow;java;reactive-streams;rxjava
329629,seleniumhq/selenium,FALSE,32657,88,102,8345,Java,trunk,Apache License 2.0,https://selenium.dev,1281,31674,404,2258561,2013-01-14T09:40:56,2025-02-25T12:41:24,2025-02-25T02:09:45,10650,137,4524,87,137029,704414,272220,"[{""codeLines"":25480,""commentLines"":627,""language"":""HTML"",""blankLines"":3599},{""codeLines"":5,""commentLines"":1,""language"":""Bourne Again Shell"",""blankLines"":4},{""codeLines"":119,""commentLines"":24,""language"":""Dockerfile"",""blankLines"":32},{""codeLines"":24566,""commentLines"":0,""language"":""JSON"",""blankLines"":10},{""codeLines"":117682,""commentLines"":30067,""language"":""Java"",""blankLines"":25984},{""codeLines"":87,""commentLines"":0,""language"":""ERB"",""blankLines"":10},{""codeLines"":127,""commentLines"":50,""language"":""Windows Resource File"",""blankLines"":39},{""codeLines"":9,""commentLines"":0,""language"":""Windows Module Definition"",""blankLines"":0},{""codeLines"":108,""commentLines"":0,""language"":""XSD"",""blankLines"":0},{""codeLines"":272,""commentLines"":27,""language"":""CMake"",""blankLines"":15},{""codeLines"":30273,""commentLines"":4815,""language"":""C++"",""blankLines"":4655},{""codeLines"":166,""commentLines"":3,""language"":""Visual Studio Solution"",""blankLines"":3},{""codeLines"":447,""commentLines"":1,""language"":""MSBuild script"",""blankLines"":103},{""codeLines"":167,""commentLines"":22,""language"":""Bazel"",""blankLines"":28},{""codeLines"":7664,""commentLines"":43,""language"":""YAML"",""blankLines"":920},{""codeLines"":32,""commentLines"":0,""language"":""XSLT"",""blankLines"":5},{""codeLines"":3030,""commentLines"":6,""language"":""Markdown"",""blankLines"":871},{""codeLines"":4361,""commentLines"":33,""language"":""XML"",""blankLines"":79},{""codeLines"":64,""commentLines"":0,""language"":""GraphQL"",""blankLines"":10},{""codeLines"":44975,""commentLines"":24477,""language"":""C#"",""blankLines"":10928},{""codeLines"":51,""commentLines"":19,""language"":""Diff"",""blankLines"":4},{""codeLines"":23,""commentLines"":0,""language"":""ASP.NET"",""blankLines"":5},{""codeLines"":15382,""commentLines"":2423,""language"":""C"",""blankLines"":2818},{""codeLines"":16123,""commentLines"":9263,""language"":""Python"",""blankLines"":6474},{""codeLines"":108,""commentLines"":8,""language"":""INI"",""blankLines"":18},{""codeLines"":21282,""commentLines"":7879,""language"":""Ruby"",""blankLines"":5493},{""codeLines"":3075,""commentLines"":820,""language"":""TypeScript"",""blankLines"":280},{""codeLines"":104,""commentLines"":5,""language"":""XHTML"",""blankLines"":3},{""codeLines"":1251,""commentLines"":0,""language"":""Text"",""blankLines"":116},{""codeLines"":11,""commentLines"":0,""language"":""DOS Batch"",""blankLines"":4},{""codeLines"":159,""commentLines"":5,""language"":""PowerShell"",""blankLines"":33},{""codeLines"":162,""commentLines"":29,""language"":""TOML"",""blankLines"":17},{""codeLines"":269,""commentLines"":0,""language"":""Handlebars"",""blankLines"":28},{""codeLines"":15,""commentLines"":0,""language"":""Properties"",""blankLines"":2},{""codeLines"":308,""commentLines"":100,""language"":""Bourne Shell"",""blankLines"":104},{""codeLines"":156,""commentLines"":156,""language"":""reStructuredText"",""blankLines"":103},{""codeLines"":106,""commentLines"":4,""language"":""make"",""blankLines"":21},{""codeLines"":14280,""commentLines"":1015,""language"":""Starlark"",""blankLines"":1240},{""codeLines"":343668,""commentLines"":184112,""language"":""JavaScript"",""blankLines"":69232},{""codeLines"":18551,""commentLines"":4635,""language"":""C/C++ Header"",""blankLines"":2294},{""codeLines"":684,""commentLines"":0,""language"":""SVG"",""blankLines"":0},{""codeLines"":6198,""commentLines"":648,""language"":""Rust"",""blankLines"":817},{""codeLines"":70,""commentLines"":0,""language"":""Maven"",""blankLines"":6},{""codeLines"":2744,""commentLines"":903,""language"":""CSS"",""blankLines"":622}]",2025-02-24T10:14:24,9524fc8351a154febdeeed0e723f0d6679f2ec02,TRUE,FALSE,FALSE,FALSE,"{""Java"":6100120,""C#"":3226267,""C++"":2288118,""JavaScript"":1968572,""Ruby"":1217316,""Python"":1162470,""HTML"":940084,""Starlark"":557289,""Rust"":264220,""TypeScript"":137778,""C"":82970,""Shell"":27380,""PowerShell"":8326,""Makefile"":4655,""Dockerfile"":3377,""Ragel"":3086,""XSLT"":1047,""ASP.NET"":825,""Batchfile"":688,""CSS"":600}",Review effort 1/5;Review effort 2/5;Review effort 3/5;Review effort 4/5;Review effort [1-5]: 5;a-needs decision;a-needs new owner;a-tests failed;breaking change;bug;bug fix;bug_fix;c-build;c-cpp;c-devtools;c-docs;c-dotnet;c-grid;c-htmlrunner;c-ide;c-infra;c-java;c-nodejs;c-py;c-rb;c-remote;c-rust;configuration changes;d-atoms;d-chrome;d-edge;d-firefox;d-htmlunit;d-ie;d-marionette;d-safari;dependencies;documentation;e-easy;e-hard;e-less easy;enhancement;g-chromedriver;g-geckodriver;g-msedgedriver;g-safaridriver;g-w3c;hacktoberfest;hacktoberfest-accepted;help wanted;i-cleanup;i-defect;i-enhancement;i-issue-template;i-logging;i-needs investigation;i-papercut;i-performance;i-question;i-regression;i-stale;javascript;miscellaneous;needs-triaging;os-linux;os-mac;os-windows;other;python;r-awaiting answer;r-awaiting merge;r-awaiting review;r-blocked on external;r-needs code changes;rerun-tests;review effort [1-5]: 1;review effort [1-5]: 2;review effort [1-5]: 3;review effort [1-5]: 4;ruby;stale;support;tests;version bump,dotnet;java;javascript;python;ruby;selenium;webdriver
